SD_front,SD_left,SD_right,SD_back,Class
1.667,1.446,1.798,2.081,3
1.663,1.453,1.739,2.109,3
1.681,1.453,1.771,2.098,3
1.669,1.440,1.731,2.113,3
1.680,1.440,1.788,2.101,3
1.634,1.447,1.768,2.102,3
1.633,1.433,1.786,2.129,3
1.633,1.447,1.766,2.092,3
1.610,1.454,1.748,2.131,3
1.623,1.441,1.853,2.120,3
1.610,1.447,1.857,2.122,3
1.596,1.434,1.743,2.136,3
1.621,1.441,1.743,2.137,3
1.607,1.459,1.741,2.101,3
1.623,1.460,1.695,2.103,3
1.631,1.440,1.728,2.130,3
1.466,0.761,1.707,2.131,0
1.503,0.752,1.724,2.136,0
1.500,0.761,1.684,2.125,0
1.487,0.751,1.720,2.114,0
1.460,0.741,1.737,2.141,0
1.469,0.752,1.696,2.116,0
1.459,0.745,1.735,2.154,0
1.471,0.764,1.733,2.118,0
1.473,0.754,1.692,2.133,0
1.482,0.752,1.693,2.160,0
1.469,0.748,1.672,2.122,0
1.582,1.484,1.671,2.123,3
1.556,0.753,1.690,2.137,0
1.467,0.768,1.671,2.125,0
1.465,0.754,1.723,2.153,0
1.614,0.749,1.663,2.159,0
1.488,0.761,1.676,2.148,0
1.469,0.755,1.658,2.174,0
1.493,0.756,1.672,2.164,0
1.451,0.764,1.688,2.172,0
1.450,0.758,1.651,2.168,0
1.468,0.751,1.650,2.159,0
1.451,0.759,1.687,2.171,0
1.476,0.770,1.667,2.186,0
1.491,0.750,1.663,2.147,0
1.445,0.765,1.679,2.162,0
1.446,0.753,1.694,2.163,0
1.468,0.778,1.649,2.167,0
1.442,0.771,1.640,2.207,0
1.432,0.791,1.629,2.200,0
1.448,0.797,1.617,2.231,0
1.399,0.789,1.585,2.226,0
1.427,5.034,1.590,2.210,3
1.379,2.689,1.614,2.240,3
1.406,2.684,1.543,2.242,3
1.373,2.667,1.566,2.236,3
1.363,2.670,1.512,2.280,3
1.364,1.368,1.553,2.259,3
1.392,1.324,1.499,2.348,3
1.356,1.311,1.521,2.335,3
1.337,1.315,1.468,2.364,3
1.351,1.315,1.437,2.390,3
1.357,1.288,1.493,2.367,3
1.278,1.285,1.478,2.419,3
1.274,1.203,1.423,2.396,3
1.276,1.205,1.441,2.450,3
1.266,1.194,1.378,2.438,3
1.268,1.197,1.408,2.477,3
1.233,1.207,1.338,2.465,3
1.211,1.221,1.327,2.497,3
1.224,1.220,1.316,2.382,3
1.202,0.981,1.306,2.357,3
1.221,0.981,1.295,3.495,3
1.174,0.999,1.343,2.546,3
1.203,1.224,1.281,2.399,3
1.173,1.218,1.310,2.406,3
1.184,1.226,1.278,3.531,3
1.148,1.220,1.268,2.608,3
1.121,1.216,1.279,2.442,3
1.137,1.239,1.234,2.449,3
1.100,2.525,1.283,3.604,3
1.119,1.041,1.257,2.628,3
1.109,1.036,1.217,2.476,3
1.110,1.044,1.249,2.486,3
1.097,1.049,1.224,2.482,3
1.070,1.043,1.252,2.450,3
1.070,1.082,1.209,2.487,3
1.046,1.070,1.186,2.340,3
1.012,1.054,1.201,2.512,3
1.022,1.053,1.180,2.516,3
0.983,1.023,1.215,2.539,3
1.008,1.035,1.212,2.536,3
0.995,1.065,1.171,2.378,3
0.981,1.066,1.189,2.388,3
0.971,1.067,1.208,2.554,2
0.946,1.084,1.213,2.399,2
0.901,2.609,0.986,2.597,2
0.899,2.607,1.215,2.633,2
0.898,4.455,1.180,2.622,2
0.858,3.770,0.957,2.622,2
0.888,5.041,0.931,2.656,2
0.863,1.052,0.952,2.659,2
0.883,1.068,0.996,2.512,2
0.898,1.061,1.000,2.654,2
0.900,1.068,1.005,2.496,2
0.900,1.047,0.948,2.532,2
0.888,1.043,1.005,2.640,2
0.889,1.046,1.211,2.652,2
0.901,1.023,1.189,2.639,2
0.889,1.005,1.193,2.455,2
0.859,0.996,1.210,2.651,2
0.872,1.006,1.211,2.637,2
0.885,1.004,1.213,2.650,2
0.872,0.999,1.252,2.452,2
0.859,1.005,1.254,2.647,2
0.873,0.999,1.238,2.624,2
0.886,0.998,0.948,2.637,2
0.887,0.996,1.005,2.662,2
0.875,0.990,0.970,2.445,2
0.888,0.988,1.208,2.483,2
0.900,0.975,1.228,2.452,2
0.874,0.970,1.229,2.680,2
0.860,0.975,1.231,2.448,2
0.860,0.966,1.233,2.500,2
0.859,0.978,1.273,2.659,2
0.872,0.979,1.241,2.650,2
0.859,0.978,1.243,5.064,2
0.900,0.969,1.227,2.685,2
0.876,0.983,1.248,2.671,2
0.862,0.985,1.287,2.690,2
0.896,0.960,1.229,3.767,2
0.884,0.972,1.231,3.727,2
0.857,0.948,1.252,2.693,2
0.894,0.968,1.293,3.726,2
0.856,0.955,1.258,2.715,2
0.859,1.057,1.246,3.766,2
0.885,1.054,1.268,2.717,2
0.884,1.038,1.308,2.698,2
0.870,1.050,1.309,3.734,2
0.890,0.964,1.308,3.746,2
0.863,0.946,1.291,3.758,2
0.888,1.019,1.286,3.787,2
0.875,0.898,1.307,2.753,2
0.862,0.874,1.322,4.505,2
0.857,0.860,1.340,0.953,2
1.263,0.878,1.290,4.459,0
0.960,0.867,1.302,0.961,2
0.848,0.857,1.285,1.016,2
0.872,0.847,1.288,1.015,2
0.887,1.007,1.288,0.999,2
0.849,1.024,1.326,1.024,2
0.888,0.874,1.289,0.943,2
0.873,1.006,1.328,0.940,2
0.888,1.019,1.313,0.935,2
0.870,0.878,1.321,0.937,2
0.882,0.876,1.716,0.930,2
0.901,0.876,1.364,0.925,2
0.938,0.840,1.776,0.924,2
0.947,0.833,1.753,0.946,2
0.921,0.834,1.387,0.919,2
1.276,0.839,1.333,0.956,0
1.289,0.823,1.374,0.918,0
1.277,0.820,1.358,0.955,0
1.303,0.818,1.330,0.933,0
1.277,0.810,1.329,0.947,0
1.276,0.824,1.385,0.933,0
1.260,0.823,1.352,0.922,0
1.292,0.828,1.388,0.928,0
1.271,0.818,1.363,0.937,0
1.248,0.821,1.698,0.964,0
1.260,0.801,1.847,0.998,0
1.221,0.802,1.821,0.975,0
1.230,0.789,1.311,0.993,0
1.213,0.796,1.291,1.023,0
1.157,0.775,1.257,1.066,0
1.152,0.761,1.809,1.084,0
1.146,0.754,1.262,1.091,0
1.115,0.754,1.220,1.083,0
1.121,0.746,1.142,1.102,0
1.077,0.753,1.139,1.147,0
1.083,0.746,1.182,1.166,0
1.063,0.731,1.144,1.159,0
1.006,0.723,1.061,1.217,0
1.024,0.715,1.066,1.198,0
1.005,0.708,1.060,1.215,0
0.920,0.686,1.066,1.275,2
0.891,0.692,1.002,1.279,2
0.887,0.677,1.018,1.302,2
0.927,0.663,0.983,1.332,2
0.860,0.669,0.946,1.312,2
0.866,0.666,0.929,1.364,2
0.878,0.655,0.918,1.354,2
0.860,0.642,0.892,1.315,2
0.850,0.644,0.938,1.362,2
0.841,0.637,0.985,1.371,2
0.881,0.645,0.968,1.369,2
0.884,0.645,0.930,1.381,2
0.842,0.644,0.933,1.357,2
0.869,0.658,1.680,1.357,2
0.881,0.632,1.672,1.357,2
0.843,0.639,1.739,1.343,2
0.843,0.645,1.701,1.343,2
0.869,0.651,1.699,1.355,2
0.856,0.636,1.743,1.342,2
0.869,0.648,1.685,1.354,2
0.856,0.639,1.705,1.379,2
0.881,0.623,1.750,1.367,2
0.843,0.635,1.721,1.341,2
0.843,0.616,1.764,1.363,2
0.881,0.618,1.747,1.363,2
0.870,0.624,0.970,1.378,2
0.883,0.615,1.753,1.378,2
0.884,0.606,0.993,1.366,2
0.885,0.622,1.738,1.354,2
0.872,0.600,1.761,1.358,2
0.884,0.621,1.742,1.383,2
0.859,0.614,1.726,1.357,2
0.884,0.607,1.707,1.377,2
0.872,0.621,1.743,1.377,2
0.859,0.606,1.763,5.051,2
0.846,0.623,1.706,5.051,2
0.873,0.622,1.745,5.038,2
0.885,0.613,1.728,5.038,2
0.847,0.608,1.710,5.064,2
0.873,0.613,1.725,5.038,2
0.860,0.612,1.784,1.258,2
0.873,0.596,1.748,1.225,2
0.884,0.601,1.731,1.240,2
0.860,0.599,1.799,1.226,2
0.885,0.604,1.778,1.212,2
0.885,0.583,1.801,1.253,2
0.873,0.590,1.802,1.241,2
0.873,0.590,1.768,1.215,2
0.873,0.603,1.790,1.215,2
0.884,0.603,2.472,1.259,2
0.859,0.584,2.145,0.724,2
0.858,0.602,1.468,5.076,2
0.844,0.600,1.479,5.051,2
0.870,0.587,1.459,5.064,2
0.869,0.577,1.761,5.064,2
0.868,0.593,2.459,1.219,2
0.842,0.577,2.480,1.237,2
0.841,0.568,2.523,1.214,2
0.841,0.584,2.468,1.236,2
0.858,0.586,2.493,0.661,2
0.858,0.563,2.638,0.679,2
0.856,0.576,2.970,0.646,2
0.839,0.626,2.942,0.657,2
0.863,0.598,3.050,0.652,2
0.873,0.570,2.953,0.648,2
0.834,0.573,2.955,0.655,2
0.846,0.572,2.938,0.639,2
0.858,0.561,2.978,0.606,2
0.832,0.644,2.943,0.646,2
0.845,0.876,2.927,0.599,2
0.860,0.845,1.449,0.614,2
0.856,0.744,1.389,0.608,2
0.872,0.606,1.424,0.604,2
0.846,0.694,1.444,0.602,2
0.871,0.596,1.416,0.613,2
0.862,0.885,1.426,0.564,2
0.877,0.590,1.453,0.592,2
0.882,0.604,1.390,0.583,2
0.864,0.596,1.407,0.578,2
1.748,0.592,1.446,0.546,0
1.764,0.594,1.410,0.568,0
1.027,0.803,1.431,0.540,0
1.020,0.810,1.433,0.553,0
1.763,0.802,1.453,0.579,0
1.739,0.801,1.453,0.542,0
1.748,0.808,1.434,0.582,0
1.746,0.798,1.396,0.571,0
1.729,0.796,1.436,0.575,0
1.760,0.807,1.401,0.556,0
1.025,0.807,1.404,0.566,0
1.000,0.796,1.466,0.615,0
0.996,0.797,1.414,0.628,0
0.965,0.786,1.457,0.631,0
1.654,0.779,1.464,0.634,0
1.675,0.776,1.432,0.675,0
1.632,0.756,1.477,0.693,0
1.638,0.760,1.464,0.699,0
1.609,0.749,1.490,0.705,0
0.933,0.742,1.516,0.737,2
0.963,0.738,1.467,0.730,2
1.561,0.717,1.473,0.775,0
1.520,0.727,1.518,0.795,0
1.483,0.723,1.525,0.801,0
0.933,0.695,1.513,0.832,2
0.912,0.685,1.500,0.861,2
1.434,0.679,1.527,0.839,0
0.932,0.694,1.514,0.893,2
1.437,0.681,1.520,0.908,0
1.396,0.682,1.582,0.897,0
1.412,0.680,1.569,0.922,0
1.383,0.681,1.533,0.936,0
1.393,0.663,1.574,0.911,0
1.379,0.692,1.593,0.926,0
1.376,0.677,1.555,0.916,0
1.373,0.662,1.576,0.918,0
0.925,0.661,1.542,0.946,2
1.355,0.653,1.540,0.910,0
1.391,0.652,1.597,0.925,0
1.393,0.673,1.579,0.938,0
1.352,0.678,1.545,0.926,0
1.376,0.675,1.542,0.928,0
1.350,0.660,1.565,0.931,0
1.345,0.670,1.585,0.920,0
1.380,0.652,1.580,0.923,0
1.365,0.648,1.587,0.952,0
1.375,0.668,1.582,0.953,0
1.361,0.660,1.634,0.942,0
1.372,0.666,1.576,0.969,0
1.370,0.652,1.655,0.971,0
1.343,0.658,1.626,0.973,0
1.351,0.657,1.656,0.963,0
1.326,0.656,1.638,0.965,0
1.359,0.656,1.598,0.967,0
1.330,0.664,1.659,0.970,0
1.327,0.645,1.636,0.989,0
1.343,0.653,1.659,0.960,0
0.923,0.632,1.604,0.997,2
0.909,0.628,1.628,0.984,2
1.265,0.636,1.637,1.037,0
1.284,0.631,1.606,1.028,0
1.243,0.632,1.600,1.069,0
0.900,0.610,1.670,1.046,2
1.223,0.623,1.684,1.099,0
1.209,0.605,1.652,1.113,0
1.173,0.595,1.696,1.130,0
1.173,0.588,1.663,1.118,0
1.147,0.584,1.707,1.153,0
1.161,0.600,1.675,1.156,0
0.858,0.586,1.718,1.143,2
0.831,0.588,1.744,1.170,2
0.635,0.584,1.719,1.172,2
1.079,0.568,1.726,1.200,0
0.638,0.556,1.733,1.202,2
0.862,0.544,1.811,1.242,2
0.879,0.561,3.278,1.268,2
1.026,0.536,1.801,1.266,0
0.818,0.544,1.863,1.265,2
0.827,0.534,1.863,1.269,2
0.801,0.547,1.813,1.281,2
0.824,0.526,1.816,1.268,2
0.824,0.533,1.817,1.255,2
0.838,0.532,1.785,1.255,2
1.057,0.524,1.745,1.293,0
1.060,0.545,1.787,1.268,0
1.011,0.537,3.287,1.255,0
1.048,0.543,3.251,1.293,0
1.022,0.528,3.270,1.282,0
1.034,0.528,3.232,1.258,0
1.044,0.528,3.251,1.272,0
1.005,0.535,3.251,1.260,0
1.041,0.535,3.271,1.262,0
1.000,0.520,3.252,1.279,0
0.990,0.540,3.235,1.273,0
1.020,0.518,3.256,1.309,0
0.934,0.531,3.295,1.321,2
0.942,0.536,3.297,1.325,2
0.958,0.535,3.283,1.362,1
0.957,0.520,1.892,1.366,2
0.915,0.518,3.306,1.395,2
0.931,0.523,1.844,1.401,2
0.907,0.530,1.890,1.167,2
0.883,0.529,3.312,1.438,2
0.912,0.521,3.295,1.412,2
0.899,0.513,1.998,1.428,2
0.887,0.511,1.994,1.440,2
0.913,0.510,2.047,1.441,2
0.888,0.503,1.993,1.441,2
0.875,0.502,1.993,1.428,2
0.888,0.516,1.993,1.203,2
0.875,0.508,2.028,1.456,2
0.878,0.500,1.990,1.204,2
0.907,0.513,3.301,1.185,2
1.526,0.511,3.264,1.170,1
1.176,0.517,1.854,1.201,1
1.187,0.508,1.870,1.152,1
1.161,0.507,1.872,1.178,1
1.156,0.513,1.870,1.190,1
1.141,0.499,1.852,1.179,1
1.144,0.499,1.833,1.166,1
1.157,0.499,1.871,1.166,1
1.166,0.499,1.871,1.167,1
1.178,0.506,1.814,1.180,1
1.180,0.492,1.852,1.184,1
1.154,0.506,1.872,1.157,1
1.170,0.506,1.835,1.163,1
1.137,0.514,1.874,1.133,1
1.565,0.507,1.876,1.160,1
1.532,0.494,1.877,1.123,1
1.551,0.509,1.860,0.635,1
1.556,0.503,1.862,0.605,1
1.507,0.498,1.826,0.606,1
1.525,0.507,1.887,0.607,1
1.521,0.522,1.831,0.645,1
1.524,0.517,1.871,1.037,1
1.488,0.504,1.838,1.023,1
1.479,0.513,1.859,1.042,1
1.496,0.529,2.106,0.640,1
1.451,0.517,1.888,0.638,1
1.458,0.526,1.890,0.630,1
1.462,0.528,1.853,1.090,1
1.428,0.538,1.651,1.329,0
1.354,0.526,1.713,1.347,0
1.343,0.529,1.700,1.331,0
1.338,0.524,1.674,0.894,0
1.435,0.535,1.725,0.929,0
1.388,0.553,1.753,1.140,0
1.416,0.557,1.747,1.387,0
1.406,0.548,1.780,1.389,0
1.383,0.554,1.773,0.991,0
1.345,0.553,1.770,1.004,0
1.334,0.573,1.770,0.992,0
1.349,0.572,1.784,0.989,0
1.343,0.572,1.824,1.010,0
1.300,0.600,1.876,1.027,0
1.272,0.607,1.877,1.089,0
1.289,0.614,1.893,1.110,0
1.241,0.614,1.912,1.577,0
1.222,0.628,1.922,1.581,0
1.162,0.621,1.971,1.592,0
1.168,0.628,2.005,1.637,0
1.120,0.628,2.002,1.009,0
1.100,0.643,1.963,1.056,0
1.095,0.643,2.021,1.061,0
1.101,0.650,2.028,1.714,0
1.057,0.671,2.203,1.696,0
1.037,0.672,2.112,1.743,0
1.005,0.679,2.090,1.686,0
0.986,0.693,2.203,1.799,0
1.005,0.698,2.313,1.694,0
0.962,0.709,3.098,1.717,0
0.958,0.716,3.114,1.760,2
0.913,0.710,3.066,1.700,2
0.921,0.723,3.061,1.704,2
0.876,0.710,3.092,1.709,2
0.874,0.711,3.083,1.926,2
1.156,0.734,3.039,1.749,0
1.140,0.714,3.093,1.256,0
1.507,0.724,3.069,1.199,0
1.492,0.736,2.335,1.197,0
1.497,0.736,2.376,1.179,0
1.483,0.730,3.052,1.227,0
1.507,0.738,3.070,1.189,0
1.504,0.718,3.088,1.232,0
1.489,0.740,3.087,1.222,0
1.475,0.719,3.086,1.178,0
1.512,0.733,3.086,1.205,0
1.495,0.734,3.086,1.180,0
1.479,0.728,3.028,1.199,0
1.499,0.744,3.083,1.194,0
1.133,0.733,3.042,1.246,0
1.124,0.729,3.020,1.246,0
1.118,0.734,3.053,0.842,0
1.083,0.747,3.047,1.185,0
1.103,0.760,3.003,1.764,0
1.070,0.774,3.054,1.832,0
1.049,0.767,3.028,1.868,0
0.744,0.774,3.002,1.861,2
0.710,0.789,2.976,1.905,2
0.690,0.804,2.987,1.924,2
0.661,0.811,2.961,1.906,2
0.658,0.798,2.973,1.941,2
0.652,0.805,2.966,1.381,2
0.630,0.808,2.998,1.422,2
0.606,0.803,2.936,2.223,2
0.587,0.796,2.974,1.802,2
0.601,0.808,2.957,1.660,2
0.630,0.808,2.940,1.646,2
0.608,0.791,2.943,1.613,2
0.615,0.804,3.001,1.651,2
0.646,0.789,3.002,1.629,2
0.646,0.796,2.945,1.651,2
1.063,0.788,3.003,1.623,0
1.047,0.788,2.492,1.616,0
1.034,0.794,2.948,1.597,0
1.059,0.786,3.005,5.051,0
1.073,0.807,3.004,1.629,0
1.047,0.807,2.947,1.623,0
1.029,0.807,3.003,1.629,0
1.037,0.792,2.962,1.671,0
1.055,0.791,2.959,1.195,0
1.007,0.783,2.953,1.205,0
1.021,0.793,2.984,1.661,0
0.981,0.799,2.920,1.857,0
1.005,0.809,2.972,1.601,0
0.978,0.795,2.942,5.051,0
0.950,0.812,2.952,5.051,2
0.934,0.791,2.905,1.592,2
0.904,0.790,2.895,1.646,2
0.925,0.798,2.867,1.652,2
0.884,0.792,2.896,1.624,2
0.881,0.807,2.906,1.660,2
0.841,0.787,2.841,1.651,2
0.851,0.802,2.854,1.312,2
0.833,0.809,2.872,1.658,2
0.834,0.810,2.837,1.672,2
0.848,0.802,2.877,1.010,2
0.862,0.797,2.877,1.005,2
0.824,0.795,2.858,1.018,2
0.836,0.808,2.858,1.005,2
0.836,0.902,2.878,1.013,2
0.835,0.911,2.841,0.987,2
0.860,0.897,2.395,0.985,2
0.847,0.896,2.415,0.969,2
0.819,0.805,2.877,0.954,2
0.818,0.807,2.900,0.936,2
0.855,0.801,2.249,5.076,2
0.842,0.781,2.191,4.339,2
0.828,0.776,2.250,1.009,2
0.841,0.781,2.220,0.975,2
0.841,0.780,2.225,0.924,2
0.816,0.768,2.245,0.957,2
0.842,0.788,2.245,0.943,2
0.832,0.781,2.858,0.955,2
0.832,0.788,2.861,0.926,2
0.856,0.780,2.241,0.938,2
0.850,0.418,2.211,0.920,2
1.633,0.413,2.759,0.906,1
0.905,0.401,2.737,0.917,2
0.847,0.392,2.756,0.915,2
0.842,0.391,2.719,0.938,2
0.853,0.407,2.701,0.913,2
0.852,0.384,2.928,0.929,2
0.851,0.393,2.818,0.965,2
0.828,0.409,2.707,0.938,2
0.831,0.780,2.934,0.922,2
0.835,0.770,2.721,0.920,2
1.859,0.398,2.703,0.916,1
1.838,0.395,2.518,0.902,1
1.850,0.379,2.707,0.890,1
1.021,0.370,2.747,0.928,1
1.860,0.370,2.767,0.891,1
0.987,0.370,2.710,0.905,1
1.019,0.377,2.726,0.930,1
1.871,0.384,2.706,0.918,1
1.833,0.391,2.729,0.930,1
1.015,0.377,2.768,0.931,1
1.002,0.384,2.749,0.893,1
1.002,0.370,2.711,0.919,1
1.008,0.391,2.746,0.907,1
0.991,0.370,2.746,0.894,1
0.972,0.384,2.728,0.907,1
0.975,0.384,2.769,0.920,1
0.988,0.377,2.750,0.932,1
0.997,0.391,2.712,0.920,1
1.000,0.391,2.769,0.932,1
1.012,0.377,2.766,0.894,1
1.012,0.377,2.754,0.932,1
0.974,0.377,2.713,0.898,1
1.008,0.377,2.729,0.898,1
1.000,0.384,2.751,0.924,1
0.983,0.380,2.735,0.933,1
1.010,0.380,2.714,0.923,1
0.982,0.764,2.735,0.916,0
0.988,0.784,2.768,0.918,0
0.954,0.784,2.774,0.940,0
0.986,0.767,2.739,0.930,0
0.954,0.767,2.743,0.939,0
0.945,0.760,2.785,0.954,2
0.938,0.746,2.270,0.970,2
1.756,0.417,2.264,0.966,1
1.769,0.398,2.224,0.947,1
2.734,0.392,2.201,0.979,1
2.747,0.418,2.215,1.000,1
2.749,0.430,2.765,0.971,1
2.736,0.733,2.808,1.005,0
2.724,0.729,2.831,1.001,0
2.701,0.718,2.818,0.994,0
2.664,0.714,2.840,1.040,0
2.693,0.501,2.786,1.047,1
2.685,0.701,2.846,1.043,0
2.663,0.481,2.199,1.065,1
2.663,0.496,2.188,0.976,1
2.631,0.703,2.125,0.984,0
2.627,0.692,2.108,1.007,0
2.629,0.689,2.135,1.010,0
2.577,0.671,2.148,1.009,0
1.537,0.688,2.169,1.035,0
1.519,0.678,2.140,1.062,0
1.517,0.552,2.138,1.089,0
1.526,0.561,2.133,1.079,0
1.506,0.653,2.127,1.096,0
1.491,0.667,2.117,1.138,0
1.448,0.609,2.106,1.183,0
1.443,0.618,2.093,0.609,0
1.436,0.633,2.052,0.633,0
1.409,0.655,2.873,0.670,0
1.402,0.638,2.897,0.674,0
1.345,0.648,2.093,0.660,0
2.352,0.623,2.105,0.689,0
2.305,0.626,2.866,0.731,0
2.297,0.629,2.159,0.738,0
2.276,0.625,2.210,0.766,0
2.269,0.619,2.904,0.741,0
2.223,0.623,2.137,0.770,0
2.241,0.606,2.936,0.802,0
2.210,0.598,2.917,0.829,0
2.203,0.616,2.138,0.833,0
2.173,0.606,2.894,0.859,0
2.141,0.610,2.881,0.849,0
2.135,0.607,2.828,0.877,0
2.090,0.597,2.240,0.903,0
2.097,0.593,2.213,0.919,0
2.065,0.597,2.215,0.896,0
2.072,0.594,2.779,0.949,0
2.028,0.590,2.141,0.963,0
2.022,0.587,1.950,0.966,0
2.004,0.569,1.919,0.955,0
1.959,0.558,1.956,0.969,0
1.954,0.568,1.918,1.009,0
1.961,0.571,2.019,1.023,0
0.657,0.554,1.970,1.025,2
0.639,0.543,1.946,1.053,2
0.648,0.546,1.947,1.067,2
0.615,0.549,1.946,1.082,2
0.640,0.531,1.962,1.107,2
0.649,0.541,1.908,1.082,2
0.607,0.531,1.923,1.121,2
0.855,0.534,1.924,1.115,2
0.878,0.518,1.926,1.139,2
0.879,0.517,1.943,1.109,2
0.867,0.524,1.947,1.114,2
0.867,0.523,1.928,1.113,2
0.854,0.530,1.909,1.128,2
0.841,0.523,1.910,1.150,2
0.841,0.536,1.870,1.161,2
0.867,0.514,1.930,1.121,2
0.881,0.513,1.930,1.129,2
1.619,0.519,1.942,1.103,1
1.581,0.525,1.978,1.089,1
1.610,0.510,2.061,1.110,1
1.831,0.516,2.119,1.096,1
1.819,0.530,2.007,1.083,1
1.830,0.509,2.064,1.122,1
1.805,0.516,2.032,1.122,1
1.793,0.530,2.084,1.084,1
1.805,0.509,2.065,1.097,1
1.829,0.508,2.007,1.123,1
1.814,0.508,2.035,1.125,1
1.810,0.514,2.005,1.103,1
0.628,0.514,2.093,1.133,2
0.629,0.527,1.975,1.138,2
0.667,0.527,2.007,1.144,2
1.792,0.504,1.967,1.114,1
1.783,0.517,1.984,1.121,1
1.762,0.502,1.934,1.154,1
1.729,0.501,1.949,1.147,1
1.761,0.500,1.909,1.178,1
1.742,0.521,1.908,1.146,1
1.547,0.514,1.904,1.165,1
1.740,0.507,1.959,1.197,1
1.530,0.508,1.957,1.166,1
1.501,0.501,1.936,1.200,1
1.474,0.502,1.934,1.208,1
1.467,0.503,1.950,1.217,1
1.482,0.505,1.890,1.241,1
